X,Y,OBJECTID,stop_name,stop_code,routes_served
-6.26924373423171,53.3898677301372,111,Glasnevin Ave (Glasnevin Dr),143,"17A, 9"
-6.26504540987642,53.3751652302794,112,Na Fianna Football Ground,146,"4, 9"
-6.26583086194112,53.3724802298296,113,Dean Swift Bridge,147,"4, 9"
-6.26806887163023,53.3706611799708,114,Mobhi Road (Botanic Road),148,"4, 9"
-6.26596944552704,53.3731383699086,115,Mobhi Road (Mobhí Drive),149,"4, 9"
-6.26499528284558,53.3756588497773,116,Na Fianna Football Ground,150,"4, 9"
-6.26929382767508,53.3719552600171,117,Botanic Gardens,151,"83, 83A"
-6.2700725329448,53.3757325504066,118,Meteorological Office,153,"83, 83A"
-6.27554201505056,53.3772587800971,119,Saint Brigid's School,154,"83, 83A"
-6.27956050493658,53.3778740300436,120,Old Finglas Road,155,"83, 83A"
-6.2816647390587,53.3786233900838,121,Tolka Road Estate #1,156,"83, 83A"
-6.28162280177597,53.3804114097137,122,Griffith Road,157,83A
-6.28367453913139,53.3813487195835,123,Griffith Road,158,83A
-6.2828200884682,53.3827835003106,124,Griffith Parade,159,83A
-6.28047289675089,53.3884301501776,125,Beneavin Road,164,9
-6.28375658372458,53.3890256802849,126,"Beneavin Road, Junction Beneavin Park",165,9
-6.28629012212313,53.3895833798377,127,Beneavin School,166,9
-6.28697255843238,53.3901863900789,128,Beneavin Road (Ballygall Road East),167,9
-6.2844090694977,53.3892507698842,129,"Beneavin Road, Junction Beneavin Park",168,9
-6.28009688381685,53.3884337199557,130,Beneavin Road,169,9
-6.28053172436339,53.3821214003516,131,Glasnamana Place,173,83A
-6.28093553868916,53.3806801403607,132,Tolka Road Estate,174,83A
-6.28155251628964,53.3784240401264,133,Tolka Road Estate #1,175,"83, 83A"
-6.27928358349585,53.3780318298811,134,Old Finglas Road,176,"83, 83A"
-6.27620901191945,53.3804681595899,135,Ballygall Road East,177,83
-6.27633232190001,53.3818810598075,136,West Park Drive,178,83
-6.27599019680819,53.3803032097803,137,Ballygall Road East,179,83
-6.27420868466588,53.3771496297497,138,Old Finglas Road (Cremore Ave),181,"83, 83A"
-6.26988053120201,53.375648870163,139,Meteorological Office,182,"83, 83A"
-6.26873816459006,53.3723157103285,140,Botanic Gardens,183,"83, 83A"
-6.26896469940749,53.3696944804389,141,"Botanic Road,Cliftonville",184,"4, 83, 83A, 9"
-6.27002150340486,53.368091949597,142,Botanic Road,185,"4, 83, 83A, 9"
-6.27157532343395,53.3653461396163,143,Prospect Road,186,"140, 4, 40, 40B, 40D, 83, 83A, 9"
-6.27243271188453,53.362725050347,144,Phibsboro Road,187,"140, 4, 83, 83A, 9"
-6.2725835126688,53.3601117004436,145,Phibsboro Road (NCR),188,"140, 4, 83, 83A, 9"
-6.27346881548071,53.3571674403843,146,Broadstone,189,"140, 4, 83, 83A, 9"
-6.27337143700212,53.3551167502776,147,Broadstone Depot,190,"140, 4, 83, 83A, 9"
-6.26937728707092,53.355067869916,148,Youth Club,191,"140, 4, 9"
-6.26805963344838,53.3564419100062,149,Mountjoy Street,192,"120, 38, 38A, 38B, 38D, 46A"
-6.29408936690745,53.3911871101462,150,McKee Road,193,"220, 9"
-6.26996429686822,53.3550404300628,151,Saint Dominic's Youth Club,194,"140, 4, 9"
-6.27349627165349,53.3550017097322,152,Constitution Hill,195,"140, 4, 83, 83A, 9"
-6.27373605220162,53.3568747001373,153,Broadstone Depot,196,"140, 4, 83, 83A, 9"
-6.273231373548,53.3589526298131,154,Phibsboro Road (Monck Place),197,"140, 4, 83, 83A, 9"
-6.27283781048923,53.3616253801815,155,Phibsboro Shopping Centre,198,"140, 4, 83, 83A, 9"
-6.27229160963353,53.3636128295828,156,Phibsboro Road,199,"140, 4, 83, 83A, 9"
-6.2715964440107,53.3674226899341,157,Prospect Way,200,"4, 83, 83A, 9"
-6.27010397193923,53.3682818999508,158,Botanic Road,201,"4, 83, 83A, 9"
-6.26890434195853,53.3700711002707,159,Fairfield Road,202,"83, 83A"
-6.24993492040642,53.3763916896861,160,Whitehall Garda Station,203,"1, 16, 33, 41, 41B, 41C, 44"
-6.2466321472475,53.3795879197711,161,Highfield Hospital,204,"1, 16, 33, 41, 41B, 41C, 44"
-6.24533959260188,53.3814114802194,162,Swords Road,205,"1, 16, 33, 41, 41B, 41C, 44"
-6.24746242188671,53.3835279004092,163,Collins Avenue West ( Larkhill Road),206,44
-6.24985975821039,53.3848214104313,164,Larkhill Road,207,44
-6.24792146460393,53.3866265403318,165,Glendun Road,208,"16, 16C, 44"
-6.24586278553981,53.3873333302341,166,Glentow Estate,209,"16, 16C, 44"
-6.24832031047403,53.3875311999501,167,Crestfield Road,210,"16, 16C, 44"
-6.24916106783995,53.3842628899232,168,Saint Aidan's School,211,"16, 16C, 44"
-6.24625913593447,53.3831776698106,169,Collins Avenue West ( Larkhill Road),212,"16, 16C, 44"
-6.24488889431938,53.3814048498779,170,Iveragh Road,213,"1, 16, 16C, 33, 41, 41A, 41B, 41C, 44"
-6.24664358930511,53.3793094499674,171,Highfield Hospital,214,"1, 16, 16C, 33, 41, 41A, 41B, 41C, 44"
-6.24243477588682,53.3818630804379,172,Collins Avenue West,215,"16, 16C"
-6.23817629592087,53.3823306002068,173,Beaumont Road,216,"14, 16, 16C"
-6.23678609792711,53.3843233998944,174,Beaumont Road,217,"14, 16, 16C"
-6.23359248188318,53.3855704704453,175,Shantalla Road (Beaumont Road),218,"104, 16, 16C"
-6.24496618496454,53.3879313396747,176,Swords Road,220,"1, 104, 16, 33, 41, 41B, 41C"
-6.23352196930634,53.3858210900118,177,Shantalla Road (Beaumont Road),233,"104, 16, 16C"
-6.23480581827313,53.3849502596264,178,Beaumont Grove,234,"14, 14C, 16, 16C"
-6.23723443262827,53.3832963903943,179,Beaumont Road Collinswood Estate,235,"14, 14C, 16, 16C"
-6.2381438365959,53.3820245204261,180,Yellow Road,236,"14, 14C, 16, 16C"
-6.24351017630799,53.3820317099893,181,Collins Avenue,237,"16, 16C"
-6.23199577534593,53.3856456898338,182,Beaumont Road,242,"104, 14"
-6.22952464974096,53.385779839769,183,Beaumont Road,243,"104, 14"
-6.22348386518179,53.3849890102109,184,Elmount Rise,244,"104, 14"
-6.219551581856,53.3844720203024,185,Whitethorn Crescent,245,"104, 14"
-6.21621585284334,53.3851502503111,186,Beaumont Recreational Centre,246,14
-6.21448610698075,53.3869669502058,187,Ardlea Road (near A1 pub),247,27B
-6.21445460663673,53.3855643399017,188,Maryfield Drive,248,"14, 14C"
-6.21614974488877,53.3849335500755,189,Beaumont Recreational Centre,249,"14, 14C"
-6.22023029173694,53.3844192304377,190,Whitethorn Crescent,250,"104, 14, 14C"
-6.22323406231776,53.384850470181,191,Skelly's Lane (Elmount Rise),251,"104, 14, 14C"
-6.22795489338323,53.385567790079,192,Skelly's Lane (Opp Beaumont Crescent),252,"14, 14C"
-6.22437502058527,53.3899457299043,193,Beaumont Hospital,253,"104, 17A, 27B"
-6.22409108758862,53.3902650703891,194,Beaumont Hospital,254,"14, 27B"
-6.23151721990353,53.3855846797122,195,Coolgreena Road,255,"104, 14, 14C"
-6.26311447749072,53.3542847900664,196,Parnell Square East,260,4
-6.26283871287046,53.3540470795731,197,Parnell Square North,261,"11, 116, 13, 40"
-6.26272262150253,53.3539465202498,198,Garden of Remembrance,262,"16, 16C"
-6.26247542641466,53.3537451898303,199,Garden of Remembrance,263,"120, 122, 9"
-6.2622289651223,53.3535258798791,200,Gaelscoil Cholaiste Mhuire,264,"140, 46A"
-6.26202535359895,53.3533611302475,201,Gate Theatre,265,"1, 38, 38A, 38B, 38D, 44"
-6.26043966986669,53.3506146303263,202,Upper O'Connell Street,270,"13, 16, 16C, 40"
-6.25954583314903,53.3485882602469,203,Lower O'Connell Street,271,"1, 11, 122, 747"
-6.26079598412681,53.351455720441,204,Upper O'Connell Street,272,"123, 44"
-6.25878974462787,53.3472380004216,205,O'Connell Bridge,273,"120, 4, 7, 8"
-6.26067583102453,53.3503484299842,206,Millennium Spire,274,"123, 140, 38, 38A, 38B, 38D"
-6.33179658312852,53.377402200024,207,River Road,276,120
-6.26052169825813,53.3508135601124,208,Citizens Information Service,277,"33, 41, 41A, 41B, 41C, 9"
-6.26111564261705,53.3513525204282,209,Cathal Brugha Street,278,"1, 11, 16, 16C, 44, 46A, 46E"
-6.26057952213049,53.3501313095933,210,Millennium Spire,279,"120, 122, 40"
-6.26092301700053,53.3509182802766,211,Dublin Bus Head Office,281,"116, 13, 4, 7, 7B, 7D, 8, 9"
-6.32835923892058,53.3772822004259,212,Rathbourne Avenue,284,120
-6.25561818268206,53.3491330998855,213,Irish Life Mall,288,"41, 41A, 41B, 41C"
-6.25626993268888,53.3489898297679,214,Irish Life Centre,289,"29A, 31, 31A, 31B, 32"
-6.25682940747943,53.3488991402856,215,National Lottery Head Quarters,291,29A
-6.25527033832876,53.3491909297345,216,Irish Life Mall,292,33
-6.25707143124951,53.3488577300653,217,National Lottery Head Quarters,293,130
-6.25677122559671,53.3481163196504,218,Eden Quay,297,"14, 14C, 151, 32X, 41X"
-6.25637835576255,53.3481735002061,219,Liberty Hall,298,27
-6.25601587522734,53.3482221301691,220,Liberty Hall,299,15
-6.25575847610913,53.3482722898936,221,Liberty Hall,300,"27A, 27B"
-6.25665443132374,53.3480337200954,222,Marlborough Street,301,"14, 142, 14C, 15, 151"
-6.25626192904255,53.3480819103272,223,Eden Quay,302,"151, 27, 27X, 33X, 61"
-6.25599025242132,53.3481138946324,224,Eden Quay,303,"27B, 61"
-6.28007245713882,53.3345768704065,225,O'Donovan Road,307,150
-6.27951864913189,53.3367709698195,226,Oscar Square,308,150
-6.27890457970454,53.3378496797674,227,Ardee Street,309,150
-6.26619150922818,53.3454672700794,228,Wellington Quay,312,"25, 25A, 25B, 25X, 26, 66, 66A, 66B, 66X, 67, 67X"
-6.26195785178513,53.3468977001782,229,Lower Liffey Street,313,"37, 39, 39A, 70"
-6.26204682327295,53.3469259596626,230,Bachelors Walk,315,"25, 25A, 25B, 25D, 25X, 26, 37, 39, 39A, 51D, 51X, 66, 66A, 66B, 66X, 67, 67X, 70, 83, 83A"
-6.25907055752096,53.3462444102771,231,Westmoreland Street,317,"26, 66, 66A, 66B, 67, 84X"
-6.2590833722376,53.3462985295553,232,Westmoreland Street (O'Connell Bridge),318,"25X, 66X, 67X"
-6.25927704655804,53.3459687897422,233,Westmoreland Street,319,"1, 13, 140, 40, 44, 83, 83A, 9"
-6.25927521104035,53.3456451898803,234,Westmoreland Street,320,"11, 116, 16, 16C, 46A, 46E, 7B, 7D"
-6.2653508453949,53.4042549897678,235,Gulliver's Retail Park,322,"13, 4"
-6.25990679613138,53.3467329795669,236,Aston Quay,325,145
-6.26046879425954,53.3465793896364,237,Aston Quay,326,"79, 79A"
-6.26106081079377,53.3464262301083,238,Aston Quay,328,"39, 39A"
-6.26168138318269,53.3463094397669,239,Aston Quay,329,"37, 70"
-6.25833245131214,53.3466650700447,240,O'Connell Bridge House,333,"32X, 33X, 41X"
-6.25815671189879,53.3465546497951,241,D'Olier Street,334,"118, 140, 145, 46A, 7B, 7D"
-6.25787919271606,53.346361840224,242,D'Olier House,335,"123, 13, 39, 39A, 40"
-6.25770345568225,53.3462514202193,243,Ashfield House,336,"14, 142, 14C, 16, 25X, 51D, 51X, 66X, 67X, 83, 83A, 9"
-6.25818344619689,53.345898900356,244,Irish Times,337,"150, 47, 68, 68A, 69, 69X"
-6.2569243041592,53.3473096301232,245,Burgh Quay,339,"68, 68A, 69, 69X"
-6.25613793245878,53.3459678901335,246,Pearse Street Garda Station,340,"1, 15A, 15B, 44, 47, 56A, 61, 77A"
-6.25689362362609,53.3454845902118,247,Trinity College,342,"49, 54A, 84X"
-6.25626280598798,53.3454843585593,248,Erne Street,345,"11, 116, 118, 145, 25X, 32X, 41X, 46A, 46E, 66X, 67X, 7B, 7D"
-6.25666406431198,53.3455890899535,249,Garda Station,346,"26, 66, 66A, 66B, 67"
-6.25768992620899,53.3454782399791,250,Trinity College,347,"25, 25A, 25B, 25D, 26, 66, 66A, 66B, 67"
-6.2582519154636,53.3453246603911,251,Trinity College,349,"37, 38, 38A, 38B, 38D, 39, 39A, 70"
-6.24976751349215,53.3456499097368,252,Lower Sandwith Street,350,"1, 44, 47, 56A, 61, 77A, 77X"
-6.24530928025299,53.3433913202418,253,Pearse Street,351,"1, 47, 56A, 77A"
-6.24242788874799,53.342971399726,254,Pearse Square,352,"1, 47, 56A, 757, 77A"
-6.23961901262383,53.3426153998433,255,Pearse Street,353,"1, 47, 56A, 77A"
-6.23639140284644,53.3422171997405,256,Barrow Street,354,"1, 47, 56A, 77A"
-6.23304452427178,53.3417991601692,257,Ringsend Bus Depot,355,"1, 47"
-6.22671744324641,53.3419030198464,258,Bridge Street,356,"1, 47"
-6.22310646660572,53.3391708204258,259,Irishtown Road,357,"1, 47"
-6.21416642781342,53.3407181198903,260,Sean Moore Road (Pine Road),359,18
-6.22307033750476,53.3385950399509,261,Irishtown Gospel Hall,371,"1, 47"
-6.21967105243611,53.3354793901056,262,Star Of The Sea Church,372,"1, 47"
-6.21790502809218,53.3342575902615,263,Farney Park,373,"1, 47"
-6.21635857275477,53.3331738703632,264,Sandymount Road,374,"1, 47"
-6.21438713966241,53.3339982602002,265,Seafort Avenue,375,"1, 18, 47"
-6.20926926982732,53.330712749683,266,Strand Road (Lea Road),376,"1, 47"
-6.20882613808974,53.3287466699387,267,Strand Road (Gilford Road),377,"1, 47"
-6.20730484176644,53.3256408601687,268,Sandymount Tower,378,"1, 47"
-6.20920664727621,53.3246807203946,269,Saint John's Road East,380,"1, 47"
-6.21228943351443,53.324196659943,270,Saint John's Church,381,"1, 47"
-6.20762787961257,53.3250974299553,271,Seamount House,382,"1, 47"
-6.20893719054354,53.3286045296831,272,Strand Road (Gilford Road),383,"1, 47"
-6.21017773864638,53.3316072298535,273,Strand Road (Lea Road),384,"1, 47"
-6.21122768801514,53.3323510204211,274,Newgrove Avenue,385,"1, 18, 47"
-6.21576919470259,53.3325448702237,275,Sandymount Road,387,"1, 47"
-6.21847979829999,53.3345178400684,276,Sandymount Road,388,"1, 47"
-6.21958849467046,53.3352983897953,277,Sandymount Road,389,"1, 47"
-6.22228711778314,53.337567710026,278,Tritonville Road,390,"1, 47"
-6.22395462218115,53.3400822702701,279,Irishtown Road,391,"1, 47"
-6.2274299574437,53.3417428403912,280,Saint Patrick's Church,392,"1, 47"
-6.22233089529368,53.3368762698925,281,Cranfield Place,393,"1, 47"
-6.23542580573116,53.3419602398749,282,Ringsend Road,395,"1, 15A, 15B, 27, 47, 56A, 77A"
-6.23971536075797,53.3424640301438,283,Pearse Street,396,"1, 15A, 15B, 27, 47, 56A, 77A"
-6.24206040571521,53.3427772398406,284,Saint Andrew's Resource Centre,397,"1, 27, 47, 56A, 757, 77A"
-6.24553848629578,53.343295819767,285,Pearse Street,398,"1, 27, 47, 56A, 77A"
-6.24826430742795,53.3438481999823,286,Pearse Street,399,"1, 27, 47, 56A, 757, 77A"
-6.25277784864219,53.3447592695545,287,Shaw Street,400,"1, 120, 15A, 15B, 25, 25A, 25B, 26, 27, 4, 44, 47, 56A, 61, 66, 66A, 66B, 67, 7, 77A, 8"
-6.25669128427074,53.3427132904451,288,Nassau St. (Opp. Frederick St),403,"32X, 33X, 41X"
-6.25640866462418,53.342646239943,289,Nassau St. (Opp. Frederick St),404,"11, 37, 38, 38A, 38B, 38D, 39, 39A, 51D, 51X, 70"
-6.2555897295495,53.342472489647,290,South Frederick's Street,405,"120, 27X, 4, 7, 8"
-6.25609602603817,53.3425787598615,291,Northern Ireland Tourist Board,406,"145, 25, 25A, 25B, 25D, 25X, 26, 46A, 66, 66A, 66B, 66X, 67, 67X, 7B, 7D"
-6.25384831841207,53.3483342299431,292,Custom House,407,"142, 151, 15A, 15B, 33X, 41X"
-6.25001923964994,53.3409707799267,293,Merrion Square North,408,"120, 27X, 4, 7, 8"
-6.24765056915454,53.3401360699555,294,Holles Street,409,"120, 27X, 4, 7, 8"
-6.24387538198849,53.3388132299352,295,Lower Mount Street,410,"120, 4, 7, 8"
-6.24175654535415,53.3381168998249,296,Lower Mount Street,411,"120, 27X, 4, 7, 8"
-6.2372643119494,53.3352552902835,297,Northumberland Road,412,"120, 4, 7, 8"
-6.23644134794405,53.33409264041,298,Northumberland Road,413,"120, 4, 7, 8"
-6.23441542035239,53.3315190196538,299,Northumberland Road,414,"120, 18, 27X, 4, 7, 8"
-6.23293274450383,53.3303375904318,300,Elgin Road,415,"120, 18, 4, 7, 8"
-6.22935493672332,53.3286307102422,301,"Merrion Road, RDS",416,"18, 27X, 4, 7, 8"
-6.22595578893747,53.327690379857,302,Merrion Road (Sydenham Road),417,"18, 27X, 4, 7, 8"
-6.22338066739114,53.3257105999179,303,British Embassy,418,"27X, 4, 7, 8"
-6.22043487398859,53.3239859002841,304,Merrion Road,419,"27X, 4, 7, 8"
-6.21748929416238,53.3219015899882,305,Merrion Road,420,"27X, 4, 7, 8"
-6.21447649408211,53.3199959695561,306,Merrion Road (Ailesbury Road),421,"4, 7, 8"
-6.21030927977435,53.3180639703664,307,Saint Vincent's Hospital,422,"4, 7, 8, 84A"
-6.20739065780533,53.3171482795785,308,Herbert Avenue,423,"4, 7, 8, 84A"
-6.20371186660898,53.3153941497962,309,Merrion Gates,424,"4, 7, 8, 84A"
-6.2047628998719,53.3157425402174,310,Merrion Gates,476,"4, 7, 8, 84A"
-6.20695232024389,53.3168630501888,311,Merrion Road (Estate Ave),477,"4, 7, 8, 84A"
-6.21126820081371,53.31810531992,312,Saint Vincent's Hospital,478,"4, 7, 8, 84A"
-6.21338666077485,53.3191347603199,313,Merrion Shopping Centre,479,"27X, 4, 7, 8"
-6.21627257835076,53.3208407703378,314,Merrion Road (Ailesbury Road),480,"27X, 4, 7, 8"
